GO_ID,GO_term,Gene_Count,Wilcoxon_P,Wilcoxon_Adj,Cluster_Term,setSize,enrichmentScore,NES,Cluster_P,Cluster_Adj,Cluster_Q,rank,leading_edge,core_enrichment,log2err,source,GProfiler_Term,GProfiler_P,GProfiler_Significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,Methods_Included,Methods_Significant
GO:0044036,cell wall macromolecule metabolic process,,,,cell wall macromolecule metabolic process,123.0,-0.51611373362684,-1.70591966834191,5.86266867968687e-07,6.78441047765986e-05,4.08311101153228e-05,9964.0,"tags=66%, list=31%, signal=46%",AT1G18580/AT5G15470/AT1G27600/AT5G06610/AT5G55480/AT2G35610/AT4G30260/AT2G32580/AT5G64020/AT1G77130/AT3G26370/AT5G01620/AT4G01750/AT3G06440/AT5G49270/AT2G41770/AT1G29890/AT3G02210/AT1G68470/AT5G62880/AT5G53340/AT4G36890/AT3G55830/AT1G27120/AT1G27930/AT1G33800/AT3G57420/AT5G15740/AT1G28240/AT3G18660/AT2G27500/AT1G51630/AT4G26690/AT3G25140/AT2G15440/AT3G49880/AT5G60920/AT3G46440/AT2G43620/AT4G37450/AT5G61840/AT5G01360/AT1G67330/AT5G46340/AT2G34410/AT2G38320/AT3G26380/AT5G17420/AT3G50220/AT4G09990/AT5G59290/AT1G19300/AT1G05850/AT3G50990/AT1G56550/AT5G15630/AT1G27440/AT2G40320/AT3G54420/AT2G28760/AT2G23130/AT1G09610/AT1G02360/AT3G44990/AT3G55990/AT2G43600/AT1G09790/AT5G54690/AT2G37090/AT4G33330/AT3G21190/AT3G16920/AT1G71690/AT1G08990/AT2G28110/AT2G43590/AT5G67230/AT2G36870/AT5G41040/AT5G67210/AT1G73140,0.659444398037935,,,,,,,,,,,,,,,,1,1
GO:0044042,glucan metabolic process,,,,glucan metabolic process,228.0,-0.38724095544696,-1.31673660178265,0.0034010177072619,0.0404818279098667,0.0243634723827538,9764.0,"tags=48%, list=30%, signal=34%",AT1G67140/AT4G24620/AT5G22510/AT5G06610/AT1G65310/AT5G55480/AT1G27680/AT1G05170/AT4G30260/AT1G01050/AT5G40870/AT3G07525/AT5G64020/AT5G18670/AT3G03250/AT5G03650/AT2G20370/AT5G49270/AT1G54210/AT2G41770/AT3G14570/AT1G10670/AT5G18520/AT2G03210/AT1G29890/AT3G02210/AT5G17520/AT5G62880/AT4G00490/AT5G65685/AT5G49720/AT4G30270/AT1G74380/AT1G03310/AT4G25810/AT4G32410/AT3G55830/AT5G61500/AT3G57420/AT1G14110/AT3G62770/AT3G22190/AT4G39350/AT1G05570/AT3G23730/AT3G18660/AT3G47050/AT3G01090/AT2G03220/AT4G26940/AT2G39770/AT2G27500/AT5G05150/AT5G20940/AT5G44030/AT4G26690/AT1G06490/AT5G22130/AT2G01850/AT1G14080/AT5G60920/AT2G25540/AT2G06850/AT4G25820/AT4G15290/AT4G30280/AT1G16860/AT5G09870/AT5G01360/AT3G27190/AT1G11545/AT5G46340/AT1G32070/AT2G34410/AT1G32170/AT3G28150/AT5G17420/AT1G64440/AT2G32610/AT4G14130/AT3G55800/AT3G47040/AT5G62220/AT4G18780/AT3G47000/AT1G10550/AT1G05850/AT5G15630/AT4G03210/AT4G17090/AT1G05610/AT2G27360/AT2G15370/AT1G14100/AT2G14620/AT4G13090/AT3G56440/AT3G02140/AT3G44990/AT1G70230/AT5G48070/AT1G09790/AT1G14720/AT2G32530/AT4G24010/AT2G36870/AT5G49190/AT2G18800/AT4G37800,0.431707695803346,,,,,,,,,,,,,,,,1,1
GO:0044087,regulation of cellular component biogenesis,,,,regulation of cellular component biogenesis,93.0,-0.49315875832644,-1.60155983729757,8.33229686318448e-05,0.0027119022446895,0.0016321238159089,12673.0,"tags=72%, list=39%, signal=44%",AT3G29185/AT4G03240/AT4G04920/AT5G17410/AT5G03540/AT5G49660/AT4G29230/AT4G06599/AT1G06515/AT1G28470/AT5G55230/AT2G01470/AT5G20350/AT4G38350/AT2G43800/AT5G43010/AT5G07780/AT1G69390/AT1G09180/AT2G41980/AT5G66300/AT3G07525/AT4G17880/AT1G45000/AT3G05520/AT3G52190/AT5G50550/AT1G26110/AT5G61010/AT5G55060/AT3G08500/AT5G16490/AT3G62560/AT4G08920/AT4G38510/AT1G76030/AT3G58040/AT1G66810/AT1G56330/AT5G48920/AT4G02080/AT2G30942/AT1G63910/AT4G31420/AT5G12870/AT1G20260/AT3G12930/AT1G17950/AT5G16600/AT5G60490/AT4G28500/AT3G51300/AT1G66230/AT1G62990/AT1G43790/AT5G44610/AT4G12350/AT4G20260/AT3G13672/AT5G03170/AT1G79620/AT1G73410/AT5G23730/AT2G46830/AT1G62700/AT4G22680/AT5G52250,0.538434096309916,,,,,,,,,,,,,,,,1,1
GO:0044092,negative regulation of molecular function,,,,negative regulation of molecular function,66.0,-0.564314988050186,-1.78304911215799,9.53865774936987e-06,0.0005512820358305,0.0003317820698455,3144.0,"tags=29%, list=10%, signal=26%",AT1G23205/AT5G08330/AT3G02730/AT1G17860/AT4G25250/AT1G70720/AT5G38610/AT1G62770/AT5G62350/AT1G01060/AT1G55770/AT3G62820/AT2G47670/AT2G41660/AT2G01610/AT3G49330/AT5G64620/AT3G17130/AT5G50060,0.593325476396405,,,,,,,,,,,,,,,,1,1
GO:0044272,sulfur compound biosynthetic process,,,,sulfur compound biosynthetic process,160.0,-0.457546782652064,-1.53351161865453,3.77365708922899e-05,0.0014948829547068,0.0008996762612483,9176.0,"tags=56%, list=28%, signal=40%",AT1G49820/AT1G01090/AT3G25860/AT5G17920/AT4G23100/AT1G60440/AT1G28960/AT5G23020/AT5G02080/AT1G10670/AT3G45640/AT1G24100/AT3G61440/AT2G43360/AT2G17340/AT1G54220/AT3G13930/AT3G24030/AT2G05830/AT4G29530/AT5G27380/AT3G62030/AT3G59970/AT2G17265/AT5G45940/AT2G17320/AT2G44160/AT3G59760/AT4G08850/AT3G25900/AT2G29630/AT3G22200/AT1G02500/AT5G01220/AT4G39940/AT3G01120/AT3G13110/AT1G30120/AT1G12350/AT4G13430/AT1G12130/AT5G56760/AT4G14880/AT4G15415/AT5G61420/AT5G08415/AT5G50850/AT1G65860/AT3G52200/AT3G04940/AT5G60890/AT4G13770/AT2G14750/AT1G72810/AT1G62570/AT2G17640/AT1G74100/AT2G20610/AT1G76790/AT1G18590/AT1G24180/AT5G07700/AT1G02880/AT3G19710/AT4G12030/AT4G30530/AT4G04320/AT1G16400/AT2G43100/AT4G31500/AT2G22330/AT3G03780/AT3G58990/AT5G14200/AT3G52430/AT1G04770/AT1G12140/AT5G54770/AT2G36880/AT4G39950/AT2G25450/AT1G09430/AT1G74090/AT1G62560/AT5G44585/AT4G03070/AT5G05260/AT1G62540/AT5G07690/AT1G33320,0.557332238758646,,,,,,,,,,,,,,,,1,1
GO:0044282,small molecule catabolic process,,,,small molecule catabolic process,212.0,-0.385882450370476,-1.31856019147673,0.0034841825002644,0.0407727648766903,0.0245385690896543,12879.0,"tags=64%, list=40%, signal=39%",AT5G24530/AT2G20860/AT1G12050/AT1G04710/AT4G34180/AT5G65110/AT5G27520/AT5G09660/AT1G06290/AT3G04520/AT1G06130/AT2G21170/AT4G36360/AT5G43940/AT4G39660/AT1G06570/AT5G54080/AT5G01330/AT5G43430/AT1G48430/AT3G06690/AT2G34555/AT5G56870/AT1G03000/AT5G63800/AT1G17290/AT1G17160/AT2G43400/AT2G31350/AT1G67280/AT1G05620/AT5G45340/AT2G35370/AT3G13450/AT3G58750/AT3G17940/AT4G33010/AT3G13750/AT2G43430/AT1G77410/AT3G10850/AT2G35120/AT1G76150/AT5G07440/AT4G10500/AT5G28050/AT4G33150/AT4G14430/AT3G06810/AT5G06580/AT4G16760/AT3G48990/AT2G02390/AT5G18170/AT4G04880/AT1G32470/AT3G16170/AT1G10430/AT2G22780/AT5G43280/AT1G79440/AT4G08900/AT1G48420/AT1G80460/AT5G18860/AT1G22190/AT1G45130/AT1G09780/AT1G44542/AT2G41530/AT5G17380/AT1G63900/AT3G08590/AT4G13360/AT3G22200/AT3G62130/AT3G30775/AT1G22430/AT3G01420/AT2G26800/AT1G11860/AT1G65520/AT2G01350/AT4G29130/AT1G22170/AT3G52840/AT5G24760/AT5G17330/AT5G65640/AT1G06550/AT2G14170/AT4G35220/AT1G01710/AT5G58660/AT5G25760/AT5G36160/AT5G42890/AT4G17260/AT2G33150/AT5G62530/AT2G35690/AT1G78050/AT3G55440/AT2G36310/AT2G20610/AT4G20860/AT3G03910/AT2G26230/AT3G01260/AT1G65960/AT4G26140/AT2G19800/AT1G13460/AT4G38590/AT1G47990/AT3G53260/AT1G11840/AT2G22330/AT4G14440/AT4G33070/AT1G02400/AT5G54960/AT4G39950/AT4G00520/AT4G37930/AT4G28410/AT5G01320/AT1G14520/AT4G22110/AT2G28470/AT5G38710/AT2G37040/AT2G20340/AT5G48880/AT5G42250/AT1G78440,0.431707695803346,,,,,,,,,,,,,,,,1,1
GO:0045168,cell-cell signaling involved in cell fate commitment,,,,cell-cell signaling involved in cell fate commitment,41.0,-0.549592375843347,-1.62009668525102,0.0013404301178249,0.0195252862617433,0.0117510447814389,7042.0,"tags=41%, list=22%, signal=32%",AT1G25425/AT1G69970/AT1G69588/AT5G12235/AT5G59305/AT1G70895/AT2G31085/AT1G05065/AT1G73965/AT3G24770/AT4G13195/AT5G44585/AT2G34925/AT1G63245/AT1G68795/AT1G73165/AT2G31083,0.45505986738723,,,,,,,,,,,,,,,,1,1
GO:0045229,external encapsulating structure organization,,,,external encapsulating structure organization,398.0,-0.393382126827637,-1.36778915988468,2.11728883308401e-05,0.0009587636172421,0.0005770196682392,10092.0,"tags=46%, list=31%, signal=32%",AT3G57280/AT2G47340/AT1G18580/AT5G14380/AT5G04960/AT5G15470/AT2G44490/AT1G28340/AT3G51050/AT1G27600/AT3G11980/AT5G06610/AT5G55480/AT5G44700/AT2G35610/AT3G13750/AT4G30260/AT2G32580/AT1G07000/AT1G77410/AT3G03250/AT3G26370/AT4G23100/AT4G01750/AT4G00740/AT5G65810/AT5G49270/AT3G05910/AT2G41770/AT2G20750/AT5G44070/AT3G02210/AT1G24150/AT2G43050/AT1G24100/AT5G62880/AT4G30270/AT3G62060/AT5G53340/AT4G36890/AT2G33460/AT1G65680/AT3G55830/AT1G27930/AT3G57420/AT4G19420/AT5G15740/AT1G45130/AT1G28240/AT4G12390/AT5G51520/AT3G10710/AT5G16490/AT5G06630/AT3G07330/AT4G34600/AT1G14890/AT2G43150/AT4G19410/AT4G02320/AT3G54640/AT5G25460/AT5G53370/AT5G50800/AT1G51630/AT3G43270/AT5G04970/AT4G19180/AT4G26690/AT3G26610/AT3G47400/AT3G29360/AT3G25140/AT3G54580/AT2G16385/AT1G02720/AT4G28370/AT5G20740/AT5G60920/AT4G02330/AT1G65060/AT3G52840/AT4G37450/AT5G11110/AT3G14310/AT1G12560/AT3G53350/AT1G68540/AT3G28550/AT5G01360/AT2G39700/AT1G67330/AT1G25570/AT3G54590/AT1G23720/AT3G49220/AT5G66460/AT5G64510/AT1G59970/AT4G34980/AT5G17420/AT1G64760/AT1G31420/AT1G77860/AT5G26670/AT2G35620/AT3G20580/AT5G62360/AT5G23870/AT1G19300/AT3G05620/AT3G55090/AT1G19900/AT4G26850/AT1G11580/AT4G26140/AT1G10550/AT4G38590/AT4G28250/AT4G20140/AT3G50990/AT2G34070/AT1G56550/AT5G15630/AT5G15490/AT4G31500/AT1G05250/AT2G22330/AT3G55500/AT4G18270/AT2G28950/AT1G53830/AT1G06170/AT4G20050/AT2G03090/AT4G25250/AT2G23130/AT4G39950/AT1G70720/AT5G20860/AT5G09760/AT5G38610/AT1G62770/AT1G09790/AT3G11490/AT5G44585/AT5G54690/AT3G21190/AT3G50410/AT1G62760/AT1G62980/AT1G70370/AT5G62350/AT4G35420/AT2G45040/AT1G70170/AT3G12977/AT4G37780/AT2G41480/AT1G14160/AT2G45890/AT2G28470/AT3G62820/AT5G14650/AT3G07970/AT2G47670/AT2G29940/AT4G16640/AT2G01610/AT5G64620/AT1G23200/AT2G18800/AT4G01630/AT5G06200/AT1G75620/AT5G41040/AT1G74670/AT5G15290/AT2G27370/AT3G11550/AT3G17130/AT2G36100,0.575610261071129,,,,,,,,,,,,,,,,1,1
GO:0045292,"mRNA cis splicing, via spliceosome",28.0,0.0013387786960626,0.0339843822846661,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
GO:0045333,cellular respiration,,,,cellular respiration,201.0,-0.387685875385955,-1.3127276427227,0.0045682530310171,0.0485493421612694,0.0292188030535711,12690.0,"tags=63%, list=39%, signal=38%",AT5G50210/AT4G32840/AT4G03240/AT5G23250/AT1G74030/AT3G44730/AT5G52840/AT1G53310/AT5G13430/AT3G09810/AT3G55410/AT3G22960/AT2G21170/AT3G60100/AT5G67490/AT3G16890/AT4G01100/AT2G36460/AT5G40810/AT2G01140/AT2G34590/AT5G47810/AT2G43400/AT3G06483/AT5G37510/ATCG01050/AT4G02580/AT3G04050/AT1G09020/AT2G44620/AT4G24620/AT5G08300/ATCG01010/AT3G58750/AT4G10040/AT3G49160/AT3G14940/AT4G37830/AT5G08570/AT1G01090/AT1G22840/AT3G25860/AT3G15640/AT1G51650/AT2G29560/AT5G61580/AT3G27220/AT2G05710/AT1G79530/AT5G18800/AT4G35830/AT2G20420/AT4G34700/AT5G56630/AT1G65290/AT4G05020/AT5G08530/AT4G26970/AT4G32470/AT5G55070/AT5G66760/AT5G51060/AT4G26910/AT5G63680/AT1G54220/AT3G13930/AT3G27240/AT3G06310/AT4G35260/AT5G13440/ATCG00480/AT4G32210/AT5G09600/AT1G80230/AT3G07480/AT3G52730/AT5G56350/AT3G12780/AT1G32440/AT4G38970/AT2G22480/AT5G11770/AT5G03290/AT1G79010/AT5G40650/AT3G03070/AT2G36530/AT5G13450/AT1G56190/AT4G29130/AT1G79550/AT1G22170/AT3G10860/AT1G16700/AT1G30120/AT5G42740/AT3G55650/AT3G52990/AT3G22360/AT1G15120/AT1G13440/AT2G36580/AT5G50850/AT5G51040/AT1G52710/AT5G50950/AT3G52200/AT2G46505/AT4G29220/AT1G04410/AT2G36220/AT1G78050/AT2G17130/AT3G55440/AT3G27380/AT3G04120/AT5G58330/AT3G52930/AT5G05370/AT1G24180/AT2G44350/AT5G65165/AT3G15840/AT2G41730/AT3G22370/ATMG00990,0.407017918923954,,,,,,,,,,,,,,,,1,1
GO:0045488,pectin metabolic process,,,,pectin metabolic process,95.0,-0.441437362131429,-1.43235675896097,0.003188904537924,0.0390734597205635,0.023515863930852,10163.0,"tags=52%, list=31%, signal=35%",AT1G10950/AT5G55590/AT1G18580/AT5G04960/AT5G15470/AT2G35610/AT4G30260/AT2G32580/AT3G26370/AT4G01750/AT4G00740/AT5G65810/AT3G29090/AT1G68765/AT5G61680/AT4G36890/AT3G55830/AT2G33570/AT5G15740/AT1G28240/AT2G21610/AT5G25460/AT1G51630/AT3G26610/AT3G29360/AT3G25140/AT5G47500/AT1G02720/AT4G28370/AT4G37450/AT3G14310/AT5G01360/AT5G17420/AT1G44830/AT4G36870/AT2G23760/AT1G56550/AT5G15490/AT2G23130/AT2G19150/AT2G28315/AT1G05310/AT3G21190/AT3G62820/AT5G19730/AT3G07970/AT2G47670/AT5G41040/AT2G36710,0.431707695803346,,,,,,,,,,,,,,,,1,1
GO:0045491,xylan metabolic process,,,,xylan metabolic process,68.0,-0.570783380345848,-1.80394964625836,1.50034190988369e-06,0.0001358787912299,8.17769193847294e-05,9684.0,"tags=71%, list=30%, signal=50%",AT5G10560/AT1G27600/AT1G10050/AT5G64020/AT1G77130/AT5G01620/AT4G08160/AT1G29890/AT1G68470/AT4G36890/AT1G27930/AT1G33800/AT5G26120/AT1G28240/AT3G18660/AT3G10740/AT1G02640/AT2G15440/AT3G46440/AT5G61840/AT5G01360/AT1G67330/AT5G46340/AT2G34410/AT2G38320/AT5G64570/AT3G50220/AT1G58370/AT4G09990/AT5G59290/AT1G19300/AT1G27440/AT2G40320/AT2G28760/AT1G09610/AT1G78060/AT3G55990/AT5G54690/AT2G37090/AT4G33330/AT1G71690/AT1G08990/AT2G28110/AT4G33820/AT1G71930/AT5G67230/AT5G67210/AT1G73140,0.643551836150722,,,,,,,,,,,,,,,,1,1
GO:0046148,pigment biosynthetic process,,,,pigment biosynthetic process,141.0,-0.480188963770576,-1.60045425885843,2.02630777991356e-06,0.0001758666293983,0.0001058430903351,9170.0,"tags=55%, list=28%, signal=39%",AT1G20780/AT3G11945/AT4G17880/AT5G61230/AT5G26030/AT1G30530/AT5G54060/AT1G10670/AT5G56090/AT1G64520/AT1G70000/AT3G16857/AT1G69740/AT4G25080/AT4G31390/AT1G63970/AT4G14210/AT1G08520/AT1G06820/AT2G40400/AT4G01900/AT5G61670/AT5G63595/AT2G44520/AT4G15560/AT2G26670/AT5G47110/AT5G63590/AT2G40490/AT4G34135/AT1G58290/AT5G08280/AT5G58250/AT5G44190/AT4G17600/AT5G40850/AT2G35260/AT5G45930/AT3G28430/AT1G53500/AT5G17050/AT1G78600/AT4G31920/AT1G69690/AT5G63600/AT4G34138/AT5G17040/AT3G51820/AT3G56940/AT2G26170/AT3G25710/AT1G74470/AT5G54160/AT5G18660/AT4G18480/AT2G16720/AT1G06000/AT4G34131/AT5G13930/AT5G63580/AT3G62610/AT1G31800/AT4G27440/AT3G59400/AT5G56860/AT1G10657/AT5G57030/AT1G44446/AT4G25700/AT5G17230/AT2G47460/AT3G53130/AT3G21560/AT5G17220/AT1G03630/AT3G22840/AT4G14690,0.627256739718528,,,,,,,,,,,,,,,,1,1
GO:0046434,organophosphate catabolic process,,,,organophosphate catabolic process,99.0,-0.439027815247467,-1.40418648857738,0.003341097541964,0.0404818279098667,0.0243634723827538,12669.0,"tags=68%, list=39%, signal=41%",AT4G32840/AT1G74030/AT4G25280/AT3G22960/AT2G21170/AT4G35790/AT2G33980/AT1G14250/AT2G36460/AT4G11850/AT2G42010/AT2G01140/AT5G47810/AT3G48610/AT3G04050/AT1G52570/AT1G09020/AT4G24620/AT3G17940/AT3G49160/AT5G08570/AT2G29560/AT5G61580/AT1G79530/AT1G07230/AT3G15730/AT1G28960/AT4G11830/AT5G56630/AT5G63680/AT3G60180/AT3G46940/AT5G18280/AT4G19860/AT5G45940/AT5G56350/AT3G12780/AT1G32440/AT5G20070/AT4G38970/AT5G40270/AT2G22480/AT1G14230/AT4G00240/AT4G19180/AT2G36530/AT1G56190/AT4G29130/AT1G68760/AT1G79550/AT1G22170/AT5G42740/AT3G55650/AT5G26667/AT3G52990/AT1G13440/AT2G36580/AT4G29220/AT1G78050/AT3G55440/AT3G04120/AT3G52930/AT3G01260/AT3G03520/AT4G04320/AT1G30110/AT5G43300,0.431707695803346,,,,,,,,,,,,,,,,1,1
GO:0046496,nicotinamide nucleotide metabolic process,,,,nicotinamide nucleotide metabolic process,100.0,-0.466672174280953,-1.52014438118925,0.0006253058159708,0.0113261914318893,0.0068165240158377,13108.0,"tags=76%, list=41%, signal=45%",AT1G64190/AT5G14590/AT2G01220/AT5G50210/AT4G32840/AT1G74030/AT3G22960/AT2G21170/AT3G60750/AT1G78590/AT5G24400/AT5G61410/AT2G36460/AT2G01140/AT5G47810/AT3G04050/AT2G01290/AT1G09020/AT4G24620/AT3G02360/AT3G49160/AT5G08570/AT2G29560/AT5G61580/AT1G79530/AT5G56630/AT1G13700/AT5G63680/AT5G41670/AT1G63290/AT1G65930/AT3G27300/AT5G56350/AT3G12780/AT1G32440/AT5G20070/AT4G38970/AT2G22480/AT3G27610/AT5G55810/AT3G04790/AT5G35790/AT5G40760/AT5G44520/AT5G13110/AT2G45290/AT2G36530/AT1G12230/AT2G01350/AT1G56190/AT4G29130/AT1G79550/AT1G55670/AT1G22170/AT5G42740/AT3G55650/AT3G52990/AT1G13440/AT2G23420/AT2G36580/AT5G23230/AT5G49970/AT5G11670/AT4G29220/AT1G78050/AT1G54340/AT3G55440/AT3G04120/AT3G52930/AT1G24280/AT4G36940/AT3G21070/AT1G04280/AT5G14760/AT5G23220/AT5G24410,0.477270815362862,,,,,,,,,,,,,,,,1,1
GO:0046777,protein autophosphorylation,31.0,4.260605333929393e-05,0.0027711651017374,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
GO:0046942,carboxylic acid transport,,,,carboxylic acid transport,94.0,-0.475799751271589,-1.54586681139688,0.0003270583900573,0.0070964856925975,0.0042709295037556,10933.0,"tags=65%, list=34%, signal=43%",AT5G12860/AT2G27240/AT2G43240/AT5G64290/AT1G08430/AT3G57280/AT5G25040/AT4G22840/AT5G54860/AT1G18420/AT1G78560/AT3G43520/AT3G59360/AT5G49630/AT1G69850/AT3G61680/AT5G41760/AT5G17630/AT2G01170/AT1G04570/AT5G65990/AT3G19490/AT5G40670/AT5G46800/AT5G33320/AT5G01340/AT3G13050/AT4G31730/AT1G79710/AT4G17970/AT5G50800/AT5G25050/AT4G35335/AT1G58360/AT4G29070/AT4G00370/AT3G18440/AT3G20510/AT2G26900/AT2G22500/AT5G20090/AT2G36590/AT4G25010/AT1G64890/AT5G10820/AT2G39890/AT4G22310/AT1G71960/AT3G55740/AT1G51340/AT1G61800/AT4G05590/AT3G01550/AT5G54800/AT2G06925/AT2G33280/AT5G46110/AT2G29940/AT5G46600/AT3G01760/AT2G48130,0.49849310876659,,,,,,,,,,,,,,,,1,1
GO:0048468,cell development,,,,cell development,345.0,-0.363744873553755,-1.24636887840666,0.0033543388916753,0.0404818279098667,0.0243634723827538,12085.0,"tags=52%, list=37%, signal=33%",AT1G71270/AT5G61350/AT4G30980/AT5G01180/AT4G29470/AT5G45420/AT5G56040/AT1G34350/AT2G16700/AT3G01040/AT3G10380/AT3G49720/AT4G18570/AT2G43750/AT1G59870/AT4G02650/AT1G70940/AT1G73430/AT1G64980/AT1G61290/AT3G51460/AT3G12690/AT4G35987/AT1G52240/AT1G14350/AT1G63450/AT2G13680/AT2G34180/AT1G71820/AT4G31600/AT3G60630/AT5G05620/AT4G14455/AT3G09840/AT2G22475/AT1G60420/AT1G18580/AT5G14380/AT5G15470/AT4G02350/AT5G41950/AT1G80350/AT1G08660/AT5G55480/AT2G35610/AT4G38430/AT2G17420/AT5G42080/AT5G13990/AT4G30260/AT2G03060/AT1G01910/AT1G03010/AT3G24170/AT5G48230/AT5G65810/AT3G06440/AT5G49270/AT4G16444/AT1G47240/AT4G14430/AT3G06810/AT4G18710/AT5G13150/AT4G31250/AT5G18000/AT3G61440/AT4G05530/AT1G48380/AT2G17720/AT1G74380/AT3G05580/AT2G38020/AT4G00150/AT2G37540/AT5G55390/AT2G33460/AT2G44110/AT1G77450/AT3G06540/AT4G34580/AT3G22190/AT1G72150/AT4G38630/AT1G49240/AT5G16490/AT3G59760/AT4G34600/AT5G55910/AT3G58170/AT1G19360/AT5G55810/AT5G63220/AT5G06270/AT1G20090/AT3G22200/AT1G69588/AT4G26690/AT5G05500/AT3G43960/AT1G49490/AT1G26960/AT1G66810/AT5G47200/AT3G11600/AT1G75840/AT5G65090/AT5G46220/AT3G56950/AT1G56430/AT4G15290/AT5G26720/AT3G14310/AT1G63530/AT1G12560/AT4G14880/AT5G09810/AT3G18780/AT2G37620/AT4G17530/AT5G27840/AT5G10430/AT5G07370/AT4G28560/AT3G04690/AT3G06300/AT2G38120/AT1G65240/AT1G16440/AT3G20580/AT4G40060/AT2G26650/AT4G29460/AT3G01311/AT4G01060/AT4G02270/AT2G25790/AT1G77980/AT3G51300/AT2G23096/AT1G50610/AT5G56540/AT5G44610/AT2G34980/AT5G63980/AT1G27380/AT4G18640/AT4G35350/AT1G35670/AT3G25710/AT3G23630/AT1G29230/AT3G13900/AT3G23090/AT2G36880/AT5G51310/AT3G56930/AT4G20260/AT5G58650/AT1G04880/AT1G10480/AT3G02242/AT5G60660/AT5G58010/AT1G20850/AT5G23530/AT2G03720/AT3G27960/AT2G41970/AT1G79620/AT5G50260/AT5G04950/AT5G56080/AT4G33880/AT2G33775/AT1G24620/AT2G45890/AT1G22740/AT1G77110,0.431707695803346,,,,,,,,,,,,,,,,1,1
GO:0048469,cell maturation,,,,cell maturation,140.0,-0.43668059965445,-1.45149070279405,0.0003718137250237,0.0074469998963893,0.004481882011702,13906.0,"tags=69%, list=43%, signal=39%",AT5G16910/AT1G27740/AT5G64070/AT1G48550/AT2G02470/AT4G02500/AT1G50460/AT4G21060/AT5G20490/AT2G20290/AT3G57630/AT3G61650/AT5G61980/AT5G61350/AT4G30980/AT5G45420/AT1G59870/AT1G70940/AT3G51460/AT4G35987/AT1G52240/AT1G63450/AT2G34180/AT4G31600/AT3G60630/AT5G05620/AT2G22475/AT5G41950/AT2G35610/AT5G42080/AT4G30260/AT1G01910/AT3G06440/AT5G49270/AT4G16444/AT1G47240/AT4G14430/AT3G06810/AT4G18710/AT3G61440/AT4G05530/AT1G48380/AT2G17720/AT1G74380/AT3G05580/AT4G00150/AT2G44110/AT1G77450/AT4G34580/AT4G38630/AT1G49240/AT5G55910/AT1G19360/AT5G63220/AT5G06270/AT1G20090/AT4G26690/AT5G05500/AT3G43960/AT1G26960/AT3G11600/AT1G75840/AT5G65090/AT4G15290/AT3G14310/AT1G12560/AT5G09810/AT3G18780/AT2G37620/AT5G27840/AT3G06300/AT2G38120/AT1G16440/AT4G40060/AT2G26650/AT4G01060/AT4G02270/AT2G23096/AT5G56540/AT5G44610/AT4G18640/AT3G25710/AT1G29230/AT5G51310/AT3G56930/AT5G58650/AT1G10480/AT3G02242/AT5G60660/AT5G58010/AT2G03720/AT2G41970/AT4G33880/AT1G24620/AT2G45890/AT1G77110,0.49849310876659,,,,,,,,,,,,,,,,1,1
GO:0048511,rhythmic process,,,,rhythmic process,158.0,-0.439908221254667,-1.47274711204451,0.0002083997872901,0.0054262094615678,0.00326569503369,7932.0,"tags=45%, list=25%, signal=34%",AT1G35460/AT5G61380/AT3G54500/AT4G00150/AT1G04400/AT4G30350/AT5G24930/AT3G51550/AT4G30200/AT1G17455/AT1G75060/AT4G08920/AT5G64170/AT1G22770/AT3G24050/AT2G44680/AT3G22231/AT4G25100/AT2G47700/AT1G72630/AT5G57360/AT1G09340/AT2G18790/AT5G52660/AT3G55960/AT3G01060/AT3G56480/AT1G19330/AT1G19450/AT4G13930/AT2G23080/AT1G32070/AT3G06080/AT1G10470/AT2G29950/AT3G57040/AT4G38960/AT4G34680/AT2G17840/AT1G80820/AT5G08330/AT2G18170/AT1G68830/AT5G64940/AT1G69690/AT4G02630/AT5G37260/AT4G36240/AT1G15950/AT5G63980/AT3G46640/AT5G54160/AT2G40080/AT5G11260/AT4G37930/AT5G52310/AT2G47890/AT5G02120/AT5G06980/AT1G01060/AT2G46830/AT5G56860/AT1G18330/AT3G12700/AT5G23280/AT5G24470/AT3G12320/AT2G42540/AT3G21890/AT4G15248/AT2G46790,0.518848077743792,,,,,,,,,,,,,,,,1,1
