GO_ID,GO_term,Gene_Count,P_Value,Adjusted_P_Value
GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,11,0.3283101143418925,0.6086648187237332
GO:0045910,negative regulation of DNA recombination,5,0.3302625816096596,0.6105694786060933
GO:2000028,"regulation of photoperiodism, flowering",31,0.3333633115608704,0.6145804067881968
GO:0042254,ribosome biogenesis,32,0.3354671612267769,0.6167362852637124
GO:0090332,stomatal closure,6,0.3397932803821856,0.6229543473673403
GO:0006364,rRNA processing,75,0.3418111072172729,0.6242463078385916
GO:0090110,COPII-coated vesicle cargo loading,10,0.34238964157207596,0.6242463078385916
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,7,0.34601423420749977,0.6243285901990856
GO:0006995,cellular response to nitrogen starvation,15,0.3471579014338012,0.6243285901990856
GO:0046685,response to arsenic-containing substance,5,0.34711196990867754,0.6243285901990856
GO:0006338,chromatin remodeling,42,0.3471645342470673,0.6243285901990856
GO:0006352,DNA-templated transcription initiation,12,0.34610259488701256,0.6243285901990856
GO:0016226,iron-sulfur cluster assembly,10,0.3529926002022732,0.6330845547105987
GO:0008356,asymmetric cell division,6,0.3563454445833927,0.6373658358402146
GO:0009555,pollen development,60,0.361812779289058,0.6436561572258174
GO:0043248,proteasome assembly,9,0.3609048348211825,0.6436561572258174
GO:0072334,UDP-galactose transmembrane transport,6,0.3657131752112939,0.6440203753547311
GO:0006402,mRNA catabolic process,23,0.36438509684623843,0.6440203753547311
GO:0042255,ribosome assembly,5,0.36592066781518817,0.6440203753547311
GO:0071333,cellular response to glucose stimulus,6,0.36302772523062166,0.6440203753547311
GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",7,0.36963706360231896,0.6488310158976875
GO:0002098,tRNA wobble uridine modification,7,0.37397800361572575,0.654709502351138
GO:0008033,tRNA processing,15,0.37970310521885775,0.6599202033589088
GO:1903830,magnesium ion transmembrane transport,11,0.3792646405990371,0.6599202033589088
GO:0048354,mucilage biosynthetic process involved in seed coat development,7,0.37995405647937175,0.6599202033589088
GO:0015693,magnesium ion transport,10,0.38237993088903344,0.6623904314613178
GO:0000209,protein polyubiquitination,9,0.3868096421282484,0.6669705886531849
GO:0010405,arabinogalactan protein metabolic process,9,0.3870450537184391,0.6669705886531849
GO:0034052,positive regulation of plant-type hypersensitive response,6,0.38833862667993924,0.6674570146061456
GO:0031347,regulation of defense response,13,0.38951967859457914,0.6677480204478499
GO:0072318,clathrin coat disassembly,5,0.3907045206078318,0.668043998966759
GO:1902025,nitrate import,14,0.39803369814283196,0.6788171596234344
GO:0019432,triglyceride biosynthetic process,16,0.4005039415303864,0.6795182555528407
GO:0010468,regulation of gene expression,79,0.4004566282036217,0.6795182555528407
GO:0010628,positive regulation of gene expression,11,0.4040186374995123,0.6837238480760977
GO:0016036,cellular response to phosphate starvation,12,0.4055209741776885,0.6845111073076072
GO:0048579,"negative regulation of long-day photoperiodism, flowering",6,0.4109491099830881,0.6874698746023313
GO:0034599,cellular response to oxidative stress,16,0.4114403037392741,0.6874698746023313
GO:0009960,endosperm development,7,0.41075180455631366,0.6874698746023313
GO:0006913,nucleocytoplasmic transport,6,0.409331681674021,0.6874698746023313
GO:0009733,response to auxin,100,0.4182221644377375,0.6970369407295626
GO:0009646,response to absence of light,14,0.42169259138138726,0.7010506556970165
GO:1990641,response to iron ion starvation,6,0.42377084640468354,0.7027355744399275
GO:0002181,cytoplasmic translation,61,0.42553882195284576,0.7038988032302712
GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway",6,0.4275860211147221,0.7052963202759763
GO:0010078,maintenance of root meristem identity,7,0.4285209461070705,0.7052963202759763
GO:0001666,response to hypoxia,5,0.4307335134404191,0.7071744250514344
GO:0009738,abscisic acid-activated signaling pathway,16,0.43367998441052724,0.7102451357591761
GO:0015986,proton motive force-driven ATP synthesis,11,0.43935400168642624,0.7112439914033325
GO:0051382,kinetochore assembly,13,0.4375680554953576,0.7112439914033325
GO:0007064,mitotic sister chromatid cohesion,13,0.4376031751489111,0.7112439914033325
GO:0006817,phosphate ion transport,5,0.43922563338154386,0.7112439914033325
GO:1901259,chloroplast rRNA processing,13,0.43967810377660554,0.7112439914033325
GO:1900865,chloroplast RNA modification,8,0.45215582299891777,0.7266024374047843
GO:0045036,protein targeting to chloroplast,6,0.4514456067726246,0.7266024374047843
GO:0051726,regulation of cell cycle,8,0.4524751542020702,0.7266024374047843
GO:0045037,protein import into chloroplast stroma,7,0.4578722305308002,0.7267986722476819
GO:0008104,intracellular protein localization,15,0.4603058257568652,0.7267986722476819
GO:0051604,protein maturation,28,0.4587641448038563,0.7267986722476819
GO:0016973,poly(A)+ mRNA export from nucleus,5,0.45878945528986603,0.7267986722476819
GO:0010161,red light signaling pathway,5,0.4592549022170582,0.7267986722476819
GO:0044210,'de novo' CTP biosynthetic process,5,0.45403389734433874,0.7267986722476819
GO:0006261,DNA-templated DNA replication,8,0.459003459570557,0.7267986722476819
GO:0006511,ubiquitin-dependent protein catabolic process,177,0.4625515826261525,0.7268428106244069
GO:0033962,P-body assembly,9,0.461682321413889,0.7268428106244069
GO:0009755,hormone-mediated signaling pathway,7,0.46363761101950807,0.7268428106244069
GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,7,0.46529579877551175,0.7271203178450945
GO:0006526,L-arginine biosynthetic process,5,0.4671197193429092,0.7271203178450945
GO:1901371,regulation of leaf morphogenesis,10,0.4667428458011956,0.7271203178450945
GO:0070588,calcium ion transmembrane transport,23,0.4702955972978956,0.728626981729134
GO:0009904,chloroplast accumulation movement,14,0.46992799239806315,0.728626981729134
GO:0009409,response to cold,72,0.4714660613566152,0.7287297435488665
GO:0032456,endocytic recycling,5,0.47482149788188865,0.7322013752384264
GO:0006032,chitin catabolic process,16,0.4773205734112318,0.7343393437095873
GO:0007080,mitotic metaphase chromosome alignment,11,0.4812194298903347,0.7366641950605419
GO:0010374,stomatal complex development,10,0.48317829290398073,0.7366641950605419
GO:0000027,ribosomal large subunit assembly,8,0.4830789753586303,0.7366641950605419
GO:0048024,"regulation of mRNA splicing, via spliceosome",7,0.48329635827456763,0.7366641950605419
GO:0002943,tRNA dihydrouridine synthesis,5,0.485198083271148,0.7378588363109624
GO:0045017,glycerolipid biosynthetic process,10,0.4889529569572253,0.7385594518046342
GO:0070592,cell wall polysaccharide biosynthetic process,5,0.48817232136744193,0.7385594518046342
GO:0001732,formation of cytoplasmic translation initiation complex,11,0.4901832158128534,0.7385594518046342
GO:0000455,enzyme-directed rRNA pseudouridine synthesis,8,0.4912539383973249,0.7385594518046342
GO:0010027,thylakoid membrane organization,12,0.489180908734118,0.7385594518046342
GO:0045893,positive regulation of DNA-templated transcription,68,0.49350569380149056,0.7394586569071618
GO:0009966,regulation of signal transduction,38,0.49547993468400475,0.7394586569071618
GO:0071051,poly(A)-dependent snoRNA 3'-end processing,5,0.49633361365132234,0.7394586569071618
GO:0080183,response to photooxidative stress,7,0.4947006491848468,0.7394586569071618
GO:0030244,cellulose biosynthetic process,8,0.5073627657636808,0.7408394367345782
GO:0010043,response to zinc ion,8,0.5070471177289138,0.7408394367345782
GO:0030036,actin cytoskeleton organization,7,0.5038904135814279,0.7408394367345782
GO:0048268,clathrin coat assembly,18,0.5034391430949594,0.7408394367345782
GO:0006900,vesicle budding from membrane,18,0.5034391430949594,0.7408394367345782
GO:0009620,response to fungus,37,0.5036357771379487,0.7408394367345782
GO:0007004,telomere maintenance via telomerase,5,0.5009599336507196,0.7408394367345782
GO:0007005,mitochondrion organization,17,0.5047798565090031,0.7408394367345782
GO:0030490,maturation of SSU-rRNA,13,0.507138485465429,0.7408394367345782
GO:0009627,systemic acquired resistance,24,0.5088229566352411,0.7413314599983645
GO:0042147,"retrograde transport, endosome to Golgi",12,0.5120782647026433,0.7427948455027352
GO:1900057,positive regulation of leaf senescence,5,0.5114212859242915,0.7427948455027352
GO:0007030,Golgi organization,16,0.5192894920513857,0.7434513335225913
GO:0045727,positive regulation of translation,5,0.5141703186414615,0.7434513335225913
GO:0034605,cellular response to heat,23,0.5171100640136188,0.7434513335225913
GO:0006606,protein import into nucleus,22,0.5182767984834775,0.7434513335225913
GO:0006000,fructose metabolic process,8,0.5186225013687223,0.7434513335225913
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",9,0.5178670698312346,0.7434513335225913
GO:0010200,response to chitin,7,0.523934897507854,0.7436495319466315
GO:0010082,regulation of root meristem growth,10,0.5230211136307218,0.7436495319466315
GO:0009116,nucleoside metabolic process,5,0.5220267533945644,0.7436495319466315
GO:0006508,proteolysis,191,0.5207565577455135,0.7436495319466315
GO:0048510,regulation of timing of transition from vegetative to reproductive phase,7,0.5253084937642951,0.7439991542584438
GO:0009061,anaerobic respiration,9,0.527353318202355,0.745295910093264
GO:0000278,mitotic cell cycle,9,0.5329041293834806,0.751531464515165
GO:0048364,root development,48,0.5343622624453981,0.7519810089849952
GO:0099402,plant organ development,16,0.5384668830803284,0.7561449847510995
GO:0019252,starch biosynthetic process,14,0.5412727013174626,0.7584713012091833
GO:0009793,embryo development ending in seed dormancy,36,0.5464144549480341,0.7633293417261695
GO:0006415,translational termination,6,0.5470526949037549,0.7633293417261695
GO:0016925,protein sumoylation,7,0.5484788214628764,0.763704688112866
GO:0060966,regulation of gene silencing by regulatory ncRNA,7,0.5509126496296114,0.7641328237448929
GO:0009740,gibberellic acid mediated signaling pathway,5,0.5517477568756008,0.7641328237448929
GO:0036297,interstrand cross-link repair,13,0.5522596317065362,0.7641328237448929
GO:0000373,Group II intron splicing,12,0.5575804053282716,0.7691385482736358
GO:0006891,intra-Golgi vesicle-mediated transport,11,0.558208128216775,0.7691385482736358
GO:0051168,nuclear export,6,0.565413392240687,0.7774434143309445
GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,5,0.569515002936841,0.7804015530791542
GO:0006355,regulation of DNA-templated transcription,583,0.5704942631891385,0.7804015530791542
GO:0006406,mRNA export from nucleus,8,0.5711120456624719,0.7804015530791542
GO:2000070,regulation of response to water deprivation,6,0.5754945798862,0.7847653362084546
GO:0010256,endomembrane system organization,6,0.5824123524667701,0.7921542788174833
GO:0006302,double-strand break repair,6,0.5833136053110559,0.7921542788174833
GO:0030422,siRNA processing,5,0.5886743563633053,0.7977927622172105
GO:0006952,defense response,249,0.59137006105355,0.7981681805630735
GO:0048768,root hair cell tip growth,6,0.5907887406007699,0.7981681805630735
GO:0010224,response to UV-B,7,0.5977437504765128,0.8051242353357112
GO:1901001,negative regulation of response to salt stress,8,0.6010796708262844,0.8063263876937962
GO:0009626,plant-type hypersensitive response,9,0.6006878075631907,0.8063263876937962
GO:0030163,protein catabolic process,87,0.6101461657616777,0.8094530772805743
GO:0009630,gravitropism,12,0.6111815016771696,0.8094530772805743
GO:0098656,monoatomic anion transmembrane transport,5,0.6106447819498253,0.8094530772805743
GO:1900055,regulation of leaf senescence,8,0.6119955841863736,0.8094530772805743
GO:0006401,RNA catabolic process,12,0.6099013088963658,0.8094530772805743
GO:0042542,response to hydrogen peroxide,27,0.6067667618700612,0.8094530772805743
GO:0000162,L-tryptophan biosynthetic process,9,0.6062957122489189,0.8094530772805743
GO:0032543,mitochondrial translation,25,0.6217920929915808,0.8101274251137758
GO:0031047,regulatory ncRNA-mediated gene silencing,9,0.617656680588013,0.8101274251137758
GO:0006874,intracellular calcium ion homeostasis,7,0.6147624267788123,0.8101274251137758
GO:0006183,GTP biosynthetic process,5,0.6172149621604972,0.8101274251137758
GO:0043039,tRNA aminoacylation,5,0.6184650993170395,0.8101274251137758
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,10,0.6223251583828551,0.8101274251137758
GO:0006813,potassium ion transport,5,0.6194118839152403,0.8101274251137758
GO:0017183,protein histidyl modification to diphthamide,9,0.6213885252478828,0.8101274251137758
GO:0071456,cellular response to hypoxia,120,0.6257505937640967,0.8112025217928488
GO:0090307,mitotic spindle assembly,10,0.6268383122944741,0.8112025217928488
GO:2000037,regulation of stomatal complex patterning,5,0.6244607239115777,0.8112025217928488
GO:0009788,negative regulation of abscisic acid-activated signaling pathway,19,0.6295251052706816,0.8130852631676122
GO:0034389,lipid droplet organization,6,0.6314210508229495,0.8139411983264584
GO:0032981,mitochondrial respiratory chain complex I assembly,15,0.6376260975969277,0.820337669422948
GO:0000028,ribosomal small subunit assembly,9,0.641753255361482,0.8240411450166889
GO:0010192,mucilage biosynthetic process,6,0.6457801704354087,0.8259978924173832
GO:0045490,pectin catabolic process,79,0.644854186083482,0.8259978924173832
GO:0090548,response to nitrate starvation,10,0.6527140873012254,0.8292630201349668
GO:0180062,protein O-linked glycosylation via galactose,8,0.6533587431366404,0.8292630201349668
GO:0010167,response to nitrate,12,0.6500143182499669,0.8292630201349668
GO:0001680,tRNA 3'-terminal CCA addition,5,0.6517624453847255,0.8292630201349668
GO:0006897,endocytosis,9,0.6580922999691514,0.8336677888284836
GO:0030488,tRNA methylation,16,0.6629241281044387,0.8346519820598842
GO:0048366,leaf development,21,0.6639277130021806,0.8346519820598842
GO:0009903,chloroplast avoidance movement,14,0.6615852164419083,0.8346519820598842
GO:0009791,post-embryonic development,7,0.6613073672283311,0.8346519820598842
GO:2000022,regulation of jasmonic acid mediated signaling pathway,9,0.6697193391992913,0.840332250706335
GO:0140042,lipid droplet formation,5,0.6711616985154495,0.8405440626569197
GO:0051607,defense response to virus,7,0.6757662892470726,0.8447078615588407
GO:0007129,homologous chromosome pairing at meiosis,6,0.6819454793295154,0.8492151252027929
GO:0000725,recombinational repair,5,0.6806638742366169,0.8492151252027929
GO:0006974,DNA damage response,18,0.6876735469520924,0.8547354820873464
GO:0006450,regulation of translational fidelity,5,0.6898282709223142,0.8558019902419688
GO:0040029,epigenetic regulation of gene expression,29,0.6915593310334841,0.8563398845818002
GO:0006189,'de novo' IMP biosynthetic process,5,0.6939318222474848,0.857668544350824
GO:0006914,autophagy,5,0.6961997072446034,0.858863190245679
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",7,0.700410441460843,0.8624456928435753
GO:0010183,pollen tube guidance,16,0.7037872387403552,0.8633821144398409
GO:0007017,microtubule-based process,15,0.7032313892834859,0.8633821144398409
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",5,0.7118998116866508,0.8700997698392399
GO:0048367,shoot system development,19,0.7107133011005268,0.8700997698392399
GO:0051321,meiotic cell cycle,8,0.7187639537716896,0.8736357449158657
GO:0000380,"alternative mRNA splicing, via spliceosome",6,0.7161736692829282,0.8736357449158657
GO:0010228,vegetative to reproductive phase transition of meristem,13,0.7176419846187372,0.8736357449158657
GO:0000956,nuclear-transcribed mRNA catabolic process,5,0.7217169184961599,0.8756124378813706
GO:0045132,meiotic chromosome segregation,5,0.7243762143554866,0.877226241237837
GO:0015780,nucleotide-sugar transmembrane transport,5,0.7269308314958862,0.877373240149092
GO:0030154,cell differentiation,6,0.7271563066084141,0.877373240149092
GO:1900426,positive regulation of defense response to bacterium,7,0.7300007902373482,0.8783190751304004
GO:0009736,cytokinin-activated signaling pathway,8,0.731932562608667,0.8783190751304004
GO:0045088,regulation of innate immune response,6,0.7318287578109458,0.8783190751304004
GO:0016485,protein processing,6,0.7360820920851088,0.8816954279059379
GO:0050801,monoatomic ion homeostasis,5,0.7386629033799568,0.8831839062151657
GO:0002239,response to oomycetes,11,0.7413171707681465,0.8847546703561966
GO:0050821,protein stabilization,9,0.7467993168591402,0.8896887168357989
GO:0009741,response to brassinosteroid,14,0.7492513477850364,0.8910016027713946
GO:0043484,regulation of RNA splicing,5,0.7512202083780981,0.8917362185783179
GO:0006282,regulation of DNA repair,6,0.7603338294867223,0.9009341606126332
GO:0009807,lignan biosynthetic process,6,0.7640043499577945,0.9035430533557224
GO:0009867,jasmonic acid mediated signaling pathway,6,0.7652735860997709,0.9035430533557224
GO:0051211,anisotropic cell growth,6,0.7711268418515482,0.903985285296664
GO:0010074,maintenance of meristem identity,5,0.7707294338355891,0.903985285296664
GO:0140547,acquisition of seed longevity,5,0.7697027453280161,0.903985285296664
GO:0035196,miRNA processing,5,0.7697027453280161,0.903985285296664
GO:0006367,transcription initiation at RNA polymerase II promoter,16,0.77402509964906,0.9057740527808149
GO:0010483,pollen tube reception,7,0.7839071224561338,0.9157145147275191
GO:0008380,RNA splicing,39,0.7876034772731917,0.9168744681456918
GO:0071897,DNA biosynthetic process,7,0.7876785203615262,0.9168744681456918
GO:0006611,protein export from nucleus,5,0.7913453261161136,0.9173903752871913
GO:0042545,cell wall modification,49,0.7922916877480288,0.9173903752871913
GO:0000963,mitochondrial RNA processing,27,0.7896966937686438,0.9173903752871913
GO:0070483,detection of hypoxia,5,0.8031556320253052,0.917563919641167
GO:0006289,nucleotide-excision repair,17,0.8081584909053872,0.917563919641167
GO:0006164,purine nucleotide biosynthetic process,7,0.8083667256906448,0.917563919641167
GO:0018171,peptidyl-cysteine oxidation,5,0.8031556320253052,0.917563919641167
GO:0006310,DNA recombination,24,0.8015860676613868,0.917563919641167
GO:0006413,translational initiation,40,0.8055550779403515,0.917563919641167
GO:0046854,phosphatidylinositol phosphate biosynthetic process,10,0.809071469748652,0.917563919641167
GO:0052324,plant-type cell wall cellulose biosynthetic process,6,0.8041712905488735,0.917563919641167
GO:0009251,glucan catabolic process,6,0.7942958618934061,0.917563919641167
GO:0030705,cytoskeleton-dependent intracellular transport,16,0.8042029329307864,0.917563919641167
GO:0030968,endoplasmic reticulum unfolded protein response,17,0.806365349471005,0.917563919641167
GO:0000245,spliceosomal complex assembly,13,0.8091245473199382,0.917563919641167
GO:0009909,regulation of flower development,18,0.817091013115173,0.9191131899786916
GO:0006281,DNA repair,70,0.819344837861031,0.9191131899786916
GO:0006259,DNA metabolic process,8,0.8244166794960386,0.9191131899786916
GO:0033384,geranyl diphosphate biosynthetic process,6,0.8243895679244259,0.9191131899786916
GO:0019915,lipid storage,9,0.8168790714349846,0.9191131899786916
GO:0009860,pollen tube growth,44,0.8151709515120946,0.9191131899786916
GO:0045493,xylan catabolic process,12,0.8193023323945381,0.9191131899786916
GO:0045337,"trans, trans-farnesyl diphosphate biosynthetic process",6,0.8243895679244259,0.9191131899786916
GO:0009408,response to heat,49,0.8237726364985044,0.9191131899786916
GO:0033386,geranylgeranyl diphosphate biosynthetic process,6,0.8243895679244259,0.9191131899786916
GO:0010449,root meristem growth,5,0.8269463627159019,0.9203787510834659
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,74,0.8302014590713023,0.920895736112705
GO:0060586,multicellular organismal-level iron ion homeostasis,6,0.8293691027285703,0.920895736112705
GO:1900150,regulation of defense response to fungus,35,0.8359083105307243,0.9226586424924494
GO:0006457,protein folding,93,0.8334625261718326,0.9226586424924494
GO:0015914,phospholipid transport,13,0.8362033117236163,0.9226586424924494
GO:0009856,pollination,7,0.8373826164439049,0.9226586424924494
GO:0002183,cytoplasmic translational initiation,13,0.8405967448351871,0.9246564193187058
GO:0009561,megagametogenesis,7,0.8436261003225352,0.9264446359615194
GO:0008299,isoprenoid biosynthetic process,7,0.8472118544256375,0.9272965570827872
GO:0006574,L-valine catabolic process,11,0.8464764059082347,0.9272965570827872
GO:0045087,innate immune response,24,0.851844078219074,0.9301248277416053
GO:0010017,red or far-red light signaling pathway,6,0.8526144254298048,0.9301248277416053
GO:0048608,reproductive structure development,7,0.8549652476536835,0.9311502697218336
GO:0072659,protein localization to plasma membrane,8,0.8632823126758391,0.9386595162537954
GO:0032544,plastid translation,7,0.8692050728790778,0.9435449804279462
GO:0048658,anther wall tapetum development,9,0.8715918416749447,0.9445822914703834
GO:0048573,"photoperiodism, flowering",9,0.8753657893957036,0.9455669738153263
GO:1902775,mitochondrial large ribosomal subunit assembly,5,0.8746458670299885,0.9455669738153263
GO:0030150,protein import into mitochondrial matrix,12,0.8854902158430085,0.9549404288503033
GO:0010187,negative regulation of seed germination,6,0.9012734844356443,0.9609701126454365
GO:0045332,phospholipid translocation,11,0.896686555729012,0.9609701126454365
GO:0010467,gene expression,8,0.893330275092871,0.9609701126454365
GO:0060236,regulation of mitotic spindle organization,8,0.8984894266168553,0.9609701126454365
GO:0160109,plant gross anatomical part developmental process,36,0.8944516315012864,0.9609701126454365
GO:0006368,transcription elongation by RNA polymerase II,8,0.8975892593606234,0.9609701126454365
GO:0009959,negative gravitropism,13,0.9002572181389081,0.9609701126454365
GO:0006260,DNA replication,17,0.9091500040539772,0.9637662813952976
GO:0016926,protein desumoylation,5,0.9102470985989339,0.9637662813952976
GO:0006366,transcription by RNA polymerase II,15,0.9083822949499393,0.9637662813952976
GO:0010208,pollen wall assembly,7,0.9111972115010086,0.9637662813952976
GO:0010025,wax biosynthetic process,7,0.9107793943766481,0.9637662813952976
GO:0000387,spliceosomal snRNP assembly,18,0.9133017102441345,0.9644466060178061
GO:0010584,pollen exine formation,13,0.9156285486019481,0.9653591726474213
GO:0051560,mitochondrial calcium ion homeostasis,7,0.9216503218660012,0.9666931276301467
GO:0036444,calcium import into the mitochondrion,7,0.9216503218660012,0.9666931276301467
GO:0090351,seedling development,11,0.9254279557496577,0.9666931276301467
GO:0140301,pollen-stigma interaction,7,0.926801558627939,0.9666931276301467
GO:0006541,L-glutamine metabolic process,11,0.9238097537808156,0.9666931276301467
GO:0009735,response to cytokinin,11,0.9213445306277663,0.9666931276301467
GO:0051301,cell division,8,0.9271465905907316,0.9666931276301467
GO:0006370,7-methylguanosine mRNA capping,5,0.9356881134232969,0.9715055646236093
GO:0031124,mRNA 3'-end processing,7,0.9361780895463871,0.9715055646236093
GO:0001522,pseudouridine synthesis,19,0.9343101833855627,0.9715055646236093
GO:0017148,negative regulation of translation,14,0.940532893396455,0.9744924798142233
GO:0010052,guard cell differentiation,9,0.9432724935048609,0.9755871314437567
GO:0072344,rescue of stalled cytosolic ribosome,8,0.9445457227160008,0.9755871314437567
GO:0072699,protein localization to cortical microtubule cytoskeleton,5,0.9556540232794289,0.9845512565304415
GO:0009845,seed germination,25,0.9562081142969894,0.9845512565304415
GO:0009085,L-lysine biosynthetic process,6,0.9590253342874597,0.9849279863176887
GO:1903409,reactive oxygen species biosynthetic process,24,0.9675219021867175,0.9849279863176887
GO:0022900,electron transport chain,5,0.9660496310958645,0.9849279863176887
GO:0006006,glucose metabolic process,5,0.9648262845995186,0.9849279863176887
GO:0019941,modification-dependent protein catabolic process,7,0.961286566587515,0.9849279863176887
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,6,0.9623747343160062,0.9849279863176887
GO:1900425,negative regulation of defense response to bacterium,9,0.9714971501406293,0.9849279863176887
GO:0034220,monoatomic ion transmembrane transport,9,0.9710125708607068,0.9849279863176887
GO:0006383,transcription by RNA polymerase III,10,0.9657932671575205,0.9849279863176887
GO:0009639,response to red or far red light,18,0.9694372028187784,0.9849279863176887
GO:0042908,xenobiotic transport,6,0.9736835174486446,0.9856305544725543
GO:0007020,microtubule nucleation,5,0.9803144042661383,0.9908231344803236
GO:0007131,reciprocal meiotic recombination,7,0.9941947985040098,0.9954413998680678
GO:0046686,response to cadmium ion,20,0.9949573847046194,0.9954413998680678
GO:0006400,tRNA modification,19,0.9947086661107699,0.9954413998680678
GO:0080162,endoplasmic reticulum to cytosol auxin transport,7,0.9937743743278827,0.9954413998680678
GO:0080092,regulation of pollen tube growth,11,0.9945173343424376,0.9954413998680678
GO:0007059,chromosome segregation,8,0.9869161946859817,0.9954413998680678
GO:0019722,calcium-mediated signaling,6,0.9954413998680678,0.9954413998680678
